Year,LocationAbbr,LocationDesc,DataSource,TopicType,TopicDesc,MeasureDesc,Variable,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,GeoLocation,Topic Type ID,Topic ID,Measure ID,SubMeasureID,DisplayOrder
2005,HI,Hawaii,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,409.4,†,Excludes dental expenditures,"HI
(21.304850435000446, -157.85774940299973)",HLT,501HLT,520SAE,SAE001,01
2005,ID,Idaho,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,393.9,†,Excludes dental expenditures,"ID
(43.682630005000476, -114.3637300419997)",HLT,501HLT,520SAE,SAE001,01
2005,IL,Illinois,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,4467.9,†,Excludes dental expenditures,"IL
(40.48501028300046, -88.99771017799969)",HLT,501HLT,520SAE,SAE001,01
2005,IN,Indiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,2379.9,†,Excludes dental expenditures,"IN
(39.766910452000445, -86.14996019399968)",HLT,501HLT,520SAE,SAE001,01
2005,IA,Iowa,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,1049.9,†,Excludes dental expenditures,"IA
(42.46940091300047, -93.81649055599968)",HLT,501HLT,520SAE,SAE001,01
2005,KS,Kansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,920.3,†,Excludes dental expenditures,"KS
(38.34774030000045, -98.20078122699965)",HLT,501HLT,520SAE,SAE001,01
2005,KY,Kentucky,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,1601.9,†,Excludes dental expenditures,"KY
(37.645970271000465, -84.77497104799966)",HLT,501HLT,520SAE,SAE001,01
2005,ME,Maine,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,652.6,†,Excludes dental expenditures,"ME
(45.254228894000505, -68.98503133599962)",HLT,501HLT,520SAE,SAE001,01
2005,MD,Maryland,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,2135.0,†,Excludes dental expenditures,"MD
(39.29058096400047, -76.60926011099963)",HLT,501HLT,520SAE,SAE001,01
2005,MA,Massachusetts,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,3239.0,†,Excludes dental expenditures,"MA
(42.27687047000046, -72.08269067499964)",HLT,501HLT,520SAE,SAE001,01
2005,MI,Michigan,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,3781.5,†,Excludes dental expenditures,"MI
(44.6613195430005, -84.71439026999968)",HLT,501HLT,520SAE,SAE001,01
2005,MN,Minnesota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,2048.7,†,Excludes dental expenditures,"MN
(46.35564873600049, -94.79420050299967)",HLT,501HLT,520SAE,SAE001,01
2005,MS,Mississippi,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,991.2,†,Excludes dental expenditures,"MS
(32.745510099000455, -89.53803082499968)",HLT,501HLT,520SAE,SAE001,01
2005,MO,Missouri,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,2346.8,†,Excludes dental expenditures,"MO
(38.635790776000476, -92.56630005299968)",HLT,501HLT,520SAE,SAE001,01
2005,MT,Montana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,343.9,†,Excludes dental expenditures,"MT
(47.06652897200047, -109.42442064499971)",HLT,501HLT,520SAE,SAE001,01
2005,NE,Nebraska,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,655.2,†,Excludes dental expenditures,"NE
(41.6410409880005, -99.36572062299967)",HLT,501HLT,520SAE,SAE001,01
2005,NV,Nevada,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,844.3,†,Excludes dental expenditures,"NV
(39.493240390000494, -117.07184056399967)",HLT,501HLT,520SAE,SAE001,01
2005,NH,New Hampshire,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,559.3,†,Excludes dental expenditures,"NH
(43.65595011300047, -71.50036091999965)",HLT,501HLT,520SAE,SAE001,01
2005,NJ,New Jersey,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,3503.0,†,Excludes dental expenditures,"NJ
(40.13057004800049, -74.27369128799967)",HLT,501HLT,520SAE,SAE001,01
2005,NM,New Mexico,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,633.5,†,Excludes dental expenditures,"NM
(34.52088095200048, -106.24058098499967)",HLT,501HLT,520SAE,SAE001,01
2005,NY,New York,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,8752.5,†,Excludes dental expenditures,"NY
(42.82700103200045, -75.54397042699964)",HLT,501HLT,520SAE,SAE001,01
2005,NC,North Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,3068.5,†,Excludes dental expenditures,"NC
(35.466220975000454, -79.15925046299964)",HLT,501HLT,520SAE,SAE001,01
2005,ND,North Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,253.7,†,Excludes dental expenditures,"ND
(47.47531977900047, -100.11842104899966)",HLT,501HLT,520SAE,SAE001,01
2005,OH,Ohio,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,4771.7,†,Excludes dental expenditures,"OH
(40.06021014100048, -82.40426005599966)",HLT,501HLT,520SAE,SAE001,01
2005,OK,Oklahoma,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,1276.6,†,Excludes dental expenditures,"OK
(35.47203135600046, -97.52107021399968)",HLT,501HLT,520SAE,SAE001,01
2005,OR,Oregon,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,1194.7,†,Excludes dental expenditures,"OR
(44.56744942400047, -120.15503132599969)",HLT,501HLT,520SAE,SAE001,01
2005,PA,Pennsylvania,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,5333.6,†,Excludes dental expenditures,"PA
(40.79373015200048, -77.86070029399963)",HLT,501HLT,520SAE,SAE001,01
2005,RI,Rhode Island,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,540.4,†,Excludes dental expenditures,"RI
(41.70828019300046, -71.52247031399963)",HLT,501HLT,520SAE,SAE001,01
2005,SC,South Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,1506.3,†,Excludes dental expenditures,"SC
(33.998821303000454, -81.04537120699968)",HLT,501HLT,520SAE,SAE001,01
2005,SD,South Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,292.1,†,Excludes dental expenditures,"SD
(44.353130053000484, -100.3735306369997)",HLT,501HLT,520SAE,SAE001,01
2005,TN,Tennessee,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,2299.5,†,Excludes dental expenditures,"TN
(35.68094058000048, -85.77449091399967)",HLT,501HLT,520SAE,SAE001,01
2005,TX,Texas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,6860.0,†,Excludes dental expenditures,"TX
(31.827240407000488, -99.42677020599967)",HLT,501HLT,520SAE,SAE001,01
2005,UT,Utah,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,419.5,†,Excludes dental expenditures,"UT
(39.360700171000474, -111.58713063499971)",HLT,501HLT,520SAE,SAE001,01
2005,VT,Vermont,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,289.7,†,Excludes dental expenditures,"VT
(43.62538123900049, -72.51764079099962)",HLT,501HLT,520SAE,SAE001,01
2005,VA,Virginia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,2485.0,†,Excludes dental expenditures,"VA
(37.54268067400045, -78.45789046299967)",HLT,501HLT,520SAE,SAE001,01
2005,WA,Washington,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,2087.5,†,Excludes dental expenditures,"WA
(47.52227862900048, -120.47001078999972)",HLT,501HLT,520SAE,SAE001,01
2005,WV,West Virginia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,830.8,†,Excludes dental expenditures,"WV
(38.66551020200046, -80.71264013499967)",HLT,501HLT,520SAE,SAE001,01
2005,WI,Wisconsin,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,2189.5,†,Excludes dental expenditures,"WI
(44.39319117400049, -89.81637074199966)",HLT,501HLT,520SAE,SAE001,01
2005,WY,Wyoming,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,193.9,†,Excludes dental expenditures,"WY
(43.23554134300048, -108.10983035299967)",HLT,501HLT,520SAE,SAE001,01
2005,US,United States,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,106954.3,†,Excludes dental expenditures,"US
(38.883, 77.017)",HLT,501HLT,520SAE,SAE001,01
2006,AL,Alabama,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,269.9,,,"AL
(32.84057112200048, -86.63186076199969)",HLT,501HLT,520SAE,SAE002,02
2006,AK,Alaska,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,62.6,,,"AK
(64.84507995700051, -147.72205903599973)",HLT,501HLT,520SAE,SAE002,02
2006,AZ,Arizona,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,337.3,,,"AZ
(34.865970280000454, -111.76381127699972)",HLT,501HLT,520SAE,SAE002,02
2006,AR,Arkansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,164.1,,,"AR
(34.74865012400045, -92.27449074299966)",HLT,501HLT,520SAE,SAE002,02
2006,CA,California,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,2122.3,,,"CA
(37.63864012300047, -120.99999953799971)",HLT,501HLT,520SAE,SAE002,02
2006,CO,Colorado,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,282.9,,,"CO
(38.843840757000464, -106.13361092099967)",HLT,501HLT,520SAE,SAE002,02
2006,CT,Connecticut,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,259.4,,,"CT
(41.56266102000046, -72.64984095199964)",HLT,501HLT,520SAE,SAE002,02
2006,DE,Delaware,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,68.3,,,"DE
(39.008830667000495, -75.57774116799965)",HLT,501HLT,520SAE,SAE002,02
2006,DC,District of Columbia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,35.7,,,"DC
(38.89037138500049, -77.03196112699965)",HLT,501HLT,520SAE,SAE002,02
2006,FL,Florida,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,1356.9,,,"FL
(28.932040377000476, -81.92896053899966)",HLT,501HLT,520SAE,SAE002,02
2006,HI,Hawaii,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,70.9,,,"HI
(21.304850435000446, -157.85774940299973)",HLT,501HLT,520SAE,SAE002,02
2006,ID,Idaho,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,63.6,,,"ID
(43.682630005000476, -114.3637300419997)",HLT,501HLT,520SAE,SAE002,02
2006,IL,Illinois,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,715.5,,,"IL
(40.48501028300046, -88.99771017799969)",HLT,501HLT,520SAE,SAE002,02
2006,IN,Indiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,376.7,,,"IN
(39.766910452000445, -86.14996019399968)",HLT,501HLT,520SAE,SAE002,02
2006,IA,Iowa,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,139.0,,,"IA
(42.46940091300047, -93.81649055599968)",HLT,501HLT,520SAE,SAE002,02
2006,KS,Kansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,157.8,,,"KS
(38.34774030000045, -98.20078122699965)",HLT,501HLT,520SAE,SAE002,02
2006,KY,Kentucky,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,237.1,,,"KY
(37.645970271000465, -84.77497104799966)",HLT,501HLT,520SAE,SAE002,02
2006,LA,Louisiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,224.5,,,"LA
(31.31266064400046, -92.44568007099969)",HLT,501HLT,520SAE,SAE002,02
2006,ME,Maine,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,86.1,,,"ME
(45.254228894000505, -68.98503133599962)",HLT,501HLT,520SAE,SAE002,02
2006,MD,Maryland,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,350.9,,,"MD
(39.29058096400047, -76.60926011099963)",HLT,501HLT,520SAE,SAE002,02
2006,MA,Massachusetts,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,473.4,,,"MA
(42.27687047000046, -72.08269067499964)",HLT,501HLT,520SAE,SAE002,02
2006,MI,Michigan,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,537.6,,,"MI
(44.6613195430005, -84.71439026999968)",HLT,501HLT,520SAE,SAE002,02
2006,MN,Minnesota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,338.1,,,"MN
(46.35564873600049, -94.79420050299967)",HLT,501HLT,520SAE,SAE002,02
2006,MS,Mississippi,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,142.7,,,"MS
(32.745510099000455, -89.53803082499968)",HLT,501HLT,520SAE,SAE002,02
2006,MO,Missouri,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,275.0,,,"MO
(38.635790776000476, -92.56630005299968)",HLT,501HLT,520SAE,SAE002,02
2006,MT,Montana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,48.9,,,"MT
(47.06652897200047, -109.42442064499971)",HLT,501HLT,520SAE,SAE002,02
2006,NE,Nebraska,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,89.6,,,"NE
(41.6410409880005, -99.36572062299967)",HLT,501HLT,520SAE,SAE002,02
2006,NV,Nevada,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,183.0,,,"NV
(39.493240390000494, -117.07184056399967)",HLT,501HLT,520SAE,SAE002,02
2006,NH,New Hampshire,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,92.6,,,"NH
(43.65595011300047, -71.50036091999965)",HLT,501HLT,520SAE,SAE002,02
2006,NJ,New Jersey,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,596.7,,,"NJ
(40.13057004800049, -74.27369128799967)",HLT,501HLT,520SAE,SAE002,02
2006,NM,New Mexico,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,94.2,,,"NM
(34.52088095200048, -106.24058098499967)",HLT,501HLT,520SAE,SAE002,02
2006,NY,New York,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,1178.9,,,"NY
(42.82700103200045, -75.54397042699964)",HLT,501HLT,520SAE,SAE002,02
2006,NC,North Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,461.8,,,"NC
(35.466220975000454, -79.15925046299964)",HLT,501HLT,520SAE,SAE002,02
2006,ND,North Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,31.5,,,"ND
(47.47531977900047, -100.11842104899966)",HLT,501HLT,520SAE,SAE002,02
2006,OH,Ohio,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,649.1,,,"OH
(40.06021014100048, -82.40426005599966)",HLT,501HLT,520SAE,SAE002,02
2006,OK,Oklahoma,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,199.1,,,"OK
(35.47203135600046, -97.52107021399968)",HLT,501HLT,520SAE,SAE002,02
2006,OR,Oregon,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,241.5,,,"OR
(44.56744942400047, -120.15503132599969)",HLT,501HLT,520SAE,SAE002,02
2006,PA,Pennsylvania,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,738.5,,,"PA
(40.79373015200048, -77.86070029399963)",HLT,501HLT,520SAE,SAE002,02
2006,RI,Rhode Island,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,70.4,,,"RI
(41.70828019300046, -71.52247031399963)",HLT,501HLT,520SAE,SAE002,02
2006,SC,South Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,234.6,,,"SC
(33.998821303000454, -81.04537120699968)",HLT,501HLT,520SAE,SAE002,02
2006,SD,South Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,40.0,,,"SD
(44.353130053000484, -100.3735306369997)",HLT,501HLT,520SAE,SAE002,02
2006,TN,Tennessee,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,391.6,,,"TN
(35.68094058000048, -85.77449091399967)",HLT,501HLT,520SAE,SAE002,02
2006,TX,Texas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,1263.3,,,"TX
(31.827240407000488, -99.42677020599967)",HLT,501HLT,520SAE,SAE002,02
2006,UT,Utah,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,65.3,,,"UT
(39.360700171000474, -111.58713063499971)",HLT,501HLT,520SAE,SAE002,02
2006,VT,Vermont,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,40.0,,,"VT
(43.62538123900049, -72.51764079099962)",HLT,501HLT,520SAE,SAE002,02
2006,VA,Virginia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,419.9,,,"VA
(37.54268067400045, -78.45789046299967)",HLT,501HLT,520SAE,SAE002,02
2006,WA,Washington,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,404.6,,,"WA
(47.52227862900048, -120.47001078999972)",HLT,501HLT,520SAE,SAE002,02
2006,WV,West Virginia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,109.3,,,"WV
(38.66551020200046, -80.71264013499967)",HLT,501HLT,520SAE,SAE002,02
2006,WI,Wisconsin,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,405.9,,,"WI
(44.39319117400049, -89.81637074199966)",HLT,501HLT,520SAE,SAE002,02
2006,WY,Wyoming,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,30.4,,,"WY
(43.23554134300048, -108.10983035299967)",HLT,501HLT,520SAE,SAE002,02
2006,US,United States,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,18367.1,,,"US
(38.883, 77.017)",HLT,501HLT,520SAE,SAE002,02
2006,AL,Alabama,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,819.5,,,"AL
(32.84057112200048, -86.63186076199969)",HLT,501HLT,520SAE,SAE003,03
2006,AK,Alaska,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,213.2,,,"AK
(64.84507995700051, -147.72205903599973)",HLT,501HLT,520SAE,SAE003,03
2006,AZ,Arizona,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1029.5,,,"AZ
(34.865970280000454, -111.76381127699972)",HLT,501HLT,520SAE,SAE003,03
2006,AR,Arkansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,530.1,,,"AR
(34.74865012400045, -92.27449074299966)",HLT,501HLT,520SAE,SAE003,03
2006,CA,California,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,5652.1,,,"CA
(37.63864012300047, -120.99999953799971)",HLT,501HLT,520SAE,SAE003,03
2006,CO,Colorado,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,823.5,,,"CO
(38.843840757000464, -106.13361092099967)",HLT,501HLT,520SAE,SAE003,03
2006,CT,Connecticut,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,780.4,,,"CT
(41.56266102000046, -72.64984095199964)",HLT,501HLT,520SAE,SAE003,03
2006,DE,Delaware,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,227.7,,,"DE
(39.008830667000495, -75.57774116799965)",HLT,501HLT,520SAE,SAE003,03
2006,DC,District of Columbia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,222.2,,,"DC
(38.89037138500049, -77.03196112699965)",HLT,501HLT,520SAE,SAE003,03
2006,FL,Florida,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,3392.7,,,"FL
(28.932040377000476, -81.92896053899966)",HLT,501HLT,520SAE,SAE003,03
2006,GA,Georgia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1415.9,,,"GA
(32.83968109300048, -83.62758034599966)",HLT,501HLT,520SAE,SAE003,03
2006,HI,Hawaii,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,226.3,,,"HI
(21.304850435000446, -157.85774940299973)",HLT,501HLT,520SAE,SAE003,03
2006,IL,Illinois,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,2583.4,,,"IL
(40.48501028300046, -88.99771017799969)",HLT,501HLT,520SAE,SAE003,03
2006,IN,Indiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1348.6,,,"IN
(39.766910452000445, -86.14996019399968)",HLT,501HLT,520SAE,SAE003,03
2006,IA,Iowa,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,595.3,,,"IA
(42.46940091300047, -93.81649055599968)",HLT,501HLT,520SAE,SAE003,03
2006,KS,Kansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,505.3,,,"KS
(38.34774030000045, -98.20078122699965)",HLT,501HLT,520SAE,SAE003,03
2006,KY,Kentucky,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,904.3,,,"KY
(37.645970271000465, -84.77497104799966)",HLT,501HLT,520SAE,SAE003,03
2006,LA,Louisiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,853.2,,,"LA
(31.31266064400046, -92.44568007099969)",HLT,501HLT,520SAE,SAE003,03
